LOGO,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Pre-Heater Fan Performance Profile,,,,,,,,,,,,,,
Hourly Report,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
TAG,A_431FM1_F1,B_431FM2_F1,C_431BE1_JT,D_481FM3_FI,E_481FM1_FI,F_481FM2_FI,G_441FN1_TT01,H_441FN1_PT01,I_441FN1_TT02,J_441CN1A_1B_PT01,K_461KL1_PT01,L_441FN1_SZ,M_441FN1_KW_EM,N_441FN1_SPC_POWER
TAG DES,Kiln Feed,Kiln Feed,Kiln Feed BE KW,Kiln  COAL TPH,PC COAL TPH,PC COAL FIRING,PH FAN I/L TEMP,PH Fan Inlet Pressure (PT),PH Fan O/L Temp,PH Fan Outlet DRAFT,Kiln Inlet Pressure (PT),PH Fan speed,PH Fan power EM,PH SPECIFIC POWER
UNIT,tph,tph,Kw,tph,tph,TPH,°C,mmWc,°C,mmWc,mmWc,rpm,Kw,Kw/T Clk
11/11/2019 15:00:00,276.5,0.0,100.4,7.5,10.2,0.0,209.0,-573.4,202.4,-481.9,-41.8,731.4,940.5,4.0
11/11/2019 16:00:00,273.9,0.0,99.6,7.5,10.7,0.0,211.9,-550.5,199.6,-459.8,-36.5,715.2,882.7,3.9
11/11/2019 17:00:00,278.8,0.0,101.2,7.5,10.0,0.0,198.2,-595.6,197.0,-497.4,-43.4,736.3,976.6,4.1
11/11/2019 18:00:00,281.0,0.0,101.9,7.5,9.4,0.0,193.9,-609.8,191.8,-510.7,-47.2,740.3,1000.1,4.1
11/11/2019 19:00:00,281.4,0.0,101.9,7.7,9.6,0.0,190.9,-597.7,187.0,-499.4,-46.1,733.9,973.9,4.1
11/11/2019 20:00:00,281.3,0.0,101.8,7.9,10.0,0.0,195.9,-603.8,197.3,-501.2,-46.0,742.7,1000.2,4.1
11/11/2019 21:00:00,281.3,0.0,101.6,8.0,10.0,0.0,197.8,-598.1,197.9,-497.1,-44.6,737.7,991.6,4.1
11/11/2019 22:00:00,281.3,0.0,101.4,8.0,9.0,0.0,193.0,-598.6,192.9,-500.0,-44.3,733.3,980.4,4.1
11/11/2019 23:00:00,281.4,0.0,101.4,8.0,9.0,0.0,191.9,-592.3,188.4,-493.3,-41.3,727.7,964.0,4.1
11/12/2019 00:00:00,281.2,0.0,101.1,8.0,9.1,0.0,190.9,-593.2,179.0,-494.3,-41.4,727.7,960.9,4.1
11/12/2019 01:00:00,281.3,0.0,101.2,7.8,9.5,0.0,191.8,-589.4,183.9,-490.5,-39.8,727.7,955.8,4.0
11/12/2019 02:00:00,281.1,0.0,101.3,7.6,10.2,0.0,192.7,-571.2,190.8,-473.1,-37.9,718.9,921.8,3.9
11/12/2019 03:00:00,281.1,0.0,101.5,7.4,10.2,0.0,193.8,-564.9,187.2,-468.5,-38.4,717.5,915.3,3.9
11/12/2019 04:00:00,281.4,0.0,101.5,7.4,10.4,0.0,192.7,-565.2,188.1,-468.3,-38.7,718.6,914.6,3.9
11/12/2019 05:00:00,281.5,0.0,101.6,7.3,10.1,0.0,194.4,-576.8,182.9,-478.3,-42.3,724.5,940.0,4.0
11/12/2019 06:00:00,281.1,0.0,101.9,7.3,10.5,0.0,191.2,-567.4,177.3,-474.0,-40.1,708.1,888.6,3.9
11/12/2019 07:00:00,281.3,0.0,101.9,7.3,9.8,0.0,186.2,-569.2,175.0,-476.5,-40.3,707.3,885.7,3.9
11/12/2019 08:00:00,281.5,0.0,102.0,7.3,11.2,0.0,185.7,-568.9,176.6,-476.3,-41.0,714.0,908.9,3.9
11/12/2019 09:00:00,281.2,0.0,101.7,7.3,11.0,0.0,187.0,-589.2,176.3,-493.3,-41.6,720.6,936.9,4.0
11/12/2019 10:00:00,281.3,0.0,101.8,7.3,10.8,0.0,189.0,-585.8,180.5,-490.7,-52.7,727.9,957.9,4.0
11/12/2019 11:00:00,281.3,0.0,101.6,7.1,10.5,0.0,189.3,-587.7,186.8,-492.9,-53.6,727.9,958.4,4.0
11/12/2019 12:00:00,281.3,0.0,101.4,7.1,10.2,0.0,189.0,-587.2,187.8,-492.6,-55.4,727.5,957.8,4.0
11/12/2019 13:00:00,281.2,0.0,101.1,7.2,10.1,0.0,188.1,-578.4,185.7,-484.7,-48.6,723.9,941.3,4.0
11/12/2019 14:00:00,281.5,0.0,101.1,7.3,10.2,0.0,187.3,-580.1,186.7,-486.6,-45.0,719.4,929.0,4.0
11/12/2019 15:00:00,281.3,0.0,100.8,7.4,10.4,0.0,188.2,-584.1,189.7,-490.0,-46.7,717.8,923.5,4.0
11/12/2019 16:00:00,281.3,0.0,100.9,7.5,10.2,0.0,187.3,-579.5,189.8,-487.1,-44.1,717.7,922.9,4.0
11/12/2019 17:00:00,281.3,0.0,101.5,7.5,10.2,0.0,187.9,-576.6,191.2,-484.2,-42.9,717.8,920.4,4.0
11/12/2019 18:00:00,281.3,0.0,101.6,7.5,10.7,0.0,189.7,-574.2,192.6,-480.2,-43.9,717.8,917.6,3.9
11/12/2019 19:00:00,281.2,0.0,101.6,7.5,11.3,0.0,192.0,-575.4,186.0,-480.4,-45.0,720.4,925.0,4.0
11/12/2019 20:00:00,281.4,0.0,101.6,7.5,11.3,0.0,195.0,-592.7,188.5,-496.0,-48.2,726.4,948.4,4.0
11/12/2019 21:00:00,281.2,0.0,101.2,7.5,11.3,0.0,194.3,-584.6,191.3,-487.9,-46.3,717.5,920.4,4.0
11/12/2019 22:00:00,281.5,0.0,101.5,7.5,11.2,0.0,193.0,-592.3,190.6,-494.5,-46.8,727.2,956.1,4.0
11/12/2019 23:00:00,281.1,0.0,101.4,7.5,10.9,0.0,194.5,-592.4,194.6,-493.6,-46.6,727.7,956.8,4.0
13/11/2019 00:00:00,281.0,0.0,101.2,7.5,10.5,0.0,194.5,-592.6,186.7,-492.8,-44.2,727.6,956.2,4.0
13/11/2019 01:00:00,281.2,0.0,101.5,7.5,10.5,0.0,194.5,-593.0,183.7,-494.1,-46.4,727.7,955.4,4.0
13/11/2019 02:00:00,281.4,0.0,101.3,7.9,10.6,0.0,193.9,-591.5,182.0,-493.2,-47.0,727.7,956.4,4.0
13/11/2019 03:00:00,281.4,0.0,100.8,8.0,10.8,0.0,192.1,-593.5,184.0,-495.3,-48.4,727.7,955.1,4.0
13/11/2019 04:00:00,281.5,0.0,101.0,8.0,11.0,0.0,193.8,-584.3,190.0,-486.3,-47.9,722.6,931.1,4.0
13/11/2019 05:00:00,279.7,0.0,100.4,8.0,10.4,0.0,192.8,-569.4,186.6,-473.6,-46.4,709.2,888.3,3.9
13/11/2019 06:00:00,269.1,0.0,98.1,7.3,11.2,0.0,196.3,-585.0,196.0,-489.7,-51.8,730.2,954.9,4.2
13/11/2019 07:00:00,271.2,0.0,99.5,7.6,11.6,0.0,207.1,-580.3,195.2,-484.5,-52.9,721.8,921.6,4.1
13/11/2019 08:00:00,271.0,0.0,99.1,7.8,11.5,0.0,198.4,-581.8,189.2,-483.3,-51.7,720.8,923.4,4.1
13/11/2019 09:00:00,271.4,0.0,99.0,7.8,10.6,0.0,195.4,-591.1,184.4,-496.1,-37.2,719.2,926.7,4.1
13/11/2019 10:00:00,271.4,0.0,98.7,8.0,10.7,0.0,191.4,-568.3,180.8,-476.1,-32.0,705.3,874.6,4.0
13/11/2019 11:00:00,277.5,0.0,100.5,8.0,11.5,0.0,191.3,-572.3,186.4,-479.3,-29.0,710.3,894.2,3.9
13/11/2019 12:00:00,281.4,0.0,101.2,7.8,11.6,0.0,192.7,-580.5,191.4,-486.9,-33.1,717.4,918.4,3.9
13/11/2019 13:00:00,281.2,0.0,101.2,7.5,10.8,0.0,192.9,-580.7,192.8,-486.7,-34.1,717.5,918.2,3.9
13/11/2019 14:00:00,281.4,0.0,101.3,7.4,10.5,0.0,192.9,-577.7,192.5,-484.5,-33.9,716.1,914.8,3.9
13/11/2019 15:00:00,281.3,0.0,101.4,7.4,10.7,0.0,192.0,-554.2,190.6,-464.3,-29.1,699.8,857.0,3.8
13/11/2019 16:00:00,281.5,0.0,101.6,7.4,11.1,0.0,190.6,-535.4,188.7,-446.6,-26.5,687.3,816.5,3.7
13/11/2019 17:00:00,281.4,0.0,101.7,6.8,12.3,0.0,191.5,-533.8,190.1,-444.8,-26.7,687.3,813.8,3.7
13/11/2019 18:00:00,281.1,0.0,101.9,6.4,12.4,0.0,191.4,-544.2,189.7,-454.2,-28.5,694.8,838.0,3.8
13/11/2019 19:00:00,281.5,0.0,101.9,6.2,12.9,0.0,193.6,-561.5,187.7,-470.5,-31.2,704.8,876.3,3.8
13/11/2019 20:00:00,266.3,0.0,98.6,6.2,12.3,0.0,187.0,-524.2,186.6,-444.1,-28.2,681.9,796.1,3.9
13/11/2019 21:00:00,266.2,0.0,97.9,6.7,13.4,0.0,193.7,-511.3,196.5,-429.8,-27.1,674.7,764.8,3.8
13/11/2019 22:00:00,272.8,0.0,99.4,6.9,12.7,0.0,192.1,-574.9,188.8,-482.0,-34.3,714.0,902.9,4.0
13/11/2019 23:00:00,271.2,0.0,98.9,7.3,11.9,0.0,192.2,-576.6,189.5,-482.9,-50.9,717.6,912.4,4.1
14/11/2019 00:00:00,271.1,0.0,98.8,7.5,11.6,0.0,194.1,-574.9,183.0,-480.3,-55.4,717.7,913.0,4.1
14/11/2019 01:00:00,278.9,0.0,100.5,7.5,11.8,0.0,195.2,-571.2,179.5,-477.7,-53.3,717.5,915.7,4.0
14/11/2019 02:00:00,281.1,0.0,101.0,7.5,11.8,0.0,194.3,-570.7,180.3,-478.1,-51.4,717.5,910.9,3.9
14/11/2019 03:00:00,281.1,0.0,101.4,7.6,12.0,0.0,193.8,-574.1,184.2,-480.4,-48.8,717.5,914.3,3.9
14/11/2019 04:00:00,274.5,0.0,99.7,7.6,11.7,0.0,194.1,-579.7,180.4,-485.1,-47.2,724.1,934.2,4.1
14/11/2019 05:00:00,271.6,0.0,99.2,7.8,11.8,0.0,195.3,-569.4,180.9,-475.5,-43.3,716.5,907.1,4.1
14/11/2019 06:00:00,275.4,0.0,100.3,7.8,12.1,0.0,194.8,-573.3,179.1,-477.3,-44.4,717.5,918.8,4.0
14/11/2019 07:00:00,280.3,0.0,101.6,7.8,12.3,0.0,195.5,-569.1,187.5,-472.5,-38.6,715.4,911.2,3.9
14/11/2019 08:00:00,281.2,0.0,101.9,7.5,12.1,0.0,193.0,-557.8,187.1,-463.8,-36.7,707.3,884.9,3.9
14/11/2019 09:00:00,281.2,0.0,101.7,7.6,11.8,0.0,194.3,-556.6,186.2,-461.9,-37.5,707.3,881.5,3.9
14/11/2019 10:00:00,281.3,0.0,101.4,7.7,11.7,0.0,194.5,-558.3,182.2,-463.9,-38.1,707.3,882.1,3.9
14/11/2019 11:00:00,282.5,0.0,101.5,7.7,11.5,0.0,193.8,-556.8,187.3,-463.1,-39.6,707.3,880.7,3.9
14/11/2019 12:00:00,283.4,0.0,101.6,7.6,11.5,0.0,195.5,-554.0,192.1,-459.3,-39.7,707.3,879.9,3.8
14/11/2019 13:00:00,283.2,0.0,101.8,7.6,11.5,0.0,196.1,-552.7,191.9,-457.7,-41.2,707.3,878.5,3.8
14/11/2019 14:00:00,283.6,0.0,101.8,7.6,12.0,0.0,195.9,-552.0,189.4,-457.5,-40.8,708.1,878.9,3.8
14/11/2019 15:00:00,285.4,0.0,102.0,7.6,12.6,0.0,196.3,-568.0,189.6,-471.2,-42.1,717.5,912.1,3.9
14/11/2019 16:00:00,285.5,0.0,102.3,7.6,13.0,0.0,195.7,-565.5,187.4,-470.1,-45.0,717.5,909.4,3.9
14/11/2019 17:00:00,285.6,0.0,102.6,7.5,13.6,0.0,193.8,-554.0,188.7,-462.3,-52.9,709.7,882.5,3.8
14/11/2019 18:00:00,285.3,0.0,102.7,7.4,13.0,0.0,193.2,-554.4,186.5,-464.6,-52.4,707.2,875.5,3.8
14/11/2019 19:00:00,285.3,0.0,102.5,7.3,12.8,0.0,193.8,-547.0,185.4,-458.1,-50.3,703.8,864.0,3.8
14/11/2019 20:00:00,285.5,0.0,102.7,7.2,12.7,0.0,194.1,-556.0,182.6,-463.8,-24.0,707.3,876.9,3.8
14/11/2019 21:00:00,285.4,0.0,102.5,7.4,13.0,0.0,193.5,-552.2,180.0,-460.8,-18.2,702.1,861.8,3.8
14/11/2019 22:00:00,285.6,0.0,102.6,7.4,13.1,0.0,191.4,-553.5,178.1,-461.9,-18.1,702.5,866.9,3.8
14/11/2019 23:00:00,285.4,0.0,102.0,7.9,13.0,0.0,192.5,-560.0,179.0,-467.3,-27.7,707.3,880.4,3.8
15/11/2019 00:00:00,285.4,0.0,102.2,8.0,12.7,0.0,194.5,-572.9,181.5,-477.4,-60.0,715.6,909.8,3.9
15/11/2019 01:00:00,285.6,0.0,102.4,8.0,12.7,0.0,194.4,-573.7,182.0,-477.3,-61.1,715.1,909.2,3.9
15/11/2019 02:00:00,285.4,0.0,102.3,8.0,12.7,0.0,193.5,-575.1,180.9,-479.4,-61.5,711.4,898.7,3.8
15/11/2019 03:00:00,285.3,0.0,102.1,8.0,12.7,0.0,194.1,-576.3,182.5,-480.6,-59.6,713.5,904.1,3.9
15/11/2019 04:00:00,285.5,0.0,102.2,8.0,12.9,0.0,193.4,-574.1,177.5,-478.6,-58.5,711.4,897.5,3.8
15/11/2019 05:00:00,285.3,0.0,102.5,8.0,13.1,0.0,193.3,-573.1,178.0,-477.4,-58.0,711.4,897.7,3.8
15/11/2019 06:00:00,285.0,0.0,102.5,8.0,13.5,0.0,194.1,-575.1,179.1,-480.2,-63.2,711.4,896.2,3.8
15/11/2019 07:00:00,258.4,0.0,96.2,8.5,12.4,0.0,195.6,-525.3,187.1,-442.1,-50.6,685.6,791.0,4.0
15/11/2019 08:00:00,258.1,0.0,96.3,8.0,11.7,0.0,195.2,-513.5,178.2,-424.6,-39.4,677.3,768.8,3.9
15/11/2019 09:00:00,261.7,0.0,97.0,8.0,11.7,0.0,193.9,-513.9,179.8,-424.5,-38.7,677.2,769.4,3.9
15/11/2019 10:00:00,261.0,0.0,96.7,7.8,11.4,0.0,192.3,-515.5,175.0,-428.5,-38.6,677.1,778.0,3.9
15/11/2019 11:00:00,261.3,0.0,96.7,7.4,10.8,0.0,190.5,-514.7,178.9,-428.7,-38.9,677.2,779.5,3.9
15/11/2019 12:00:00,266.7,0.0,97.6,7.1,10.6,0.0,190.5,-518.5,181.1,-432.8,-39.1,677.2,780.3,3.8
15/11/2019 13:00:00,271.4,0.0,98.8,7.2,10.8,0.0,188.9,-527.9,180.7,-441.5,-40.4,682.9,802.9,3.8
15/11/2019 14:00:00,271.3,0.0,98.7,7.8,10.5,0.0,187.6,-537.3,180.5,-450.6,-43.6,687.3,817.3,3.9
15/11/2019 15:00:00,271.3,0.0,98.5,7.9,10.7,0.0,188.7,-533.5,182.7,-446.9,-43.3,687.3,815.6,3.8
15/11/2019 16:00:00,265.8,0.0,97.5,8.0,10.2,0.0,189.7,-536.9,184.1,-448.2,-40.1,693.9,835.3,4.0
15/11/2019 17:00:00,273.6,0.0,99.7,8.0,10.5,0.0,190.9,-551.0,186.9,-459.5,-38.6,705.8,874.4,4.0
15/11/2019 18:00:00,281.1,0.0,101.5,8.0,10.6,0.0,193.4,-575.1,192.9,-479.8,-43.6,720.4,933.3,4.0
15/11/2019 19:00:00,281.3,0.0,101.5,8.0,10.1,0.0,193.1,-585.7,191.9,-489.1,-47.0,725.3,951.4,4.0
15/11/2019 20:00:00,281.2,0.0,101.4,8.0,10.5,0.0,192.4,-571.7,184.1,-476.1,-43.3,719.0,928.5,4.0
15/11/2019 21:00:00,284.5,0.0,102.1,8.0,10.9,0.0,191.0,-576.3,180.0,-480.3,-40.8,723.3,944.2,4.0
15/11/2019 22:00:00,285.4,0.0,102.5,8.0,11.2,0.0,190.9,-579.6,181.6,-483.0,-43.0,713.6,916.6,3.9
15/11/2019 23:00:00,285.3,0.0,101.9,8.0,11.9,0.0,193.2,-553.7,178.7,-459.4,-38.7,707.3,880.7,3.8
16/11/2019 00:00:00,285.6,0.0,102.3,7.9,11.7,0.0,191.5,-555.8,175.9,-460.7,-38.3,707.3,884.3,3.8
16/11/2019 01:00:00,285.2,0.0,102.2,7.7,11.3,0.0,191.5,-553.1,176.9,-459.6,-38.3,702.6,869.9,3.8
16/11/2019 02:00:00,285.3,0.0,101.9,7.6,10.0,0.0,192.5,-541.2,175.4,-450.0,-35.8,691.8,831.7,3.7
16/11/2019 03:00:00,285.4,0.0,101.5,7.6,9.0,0.0,192.3,-551.2,177.0,-457.5,-41.5,697.2,849.6,3.7
16/11/2019 04:00:00,285.2,0.0,101.2,7.9,8.8,0.0,191.8,-550.3,177.5,-457.1,-41.0,697.2,847.3,3.7
16/11/2019 05:00:00,285.5,0.0,101.7,8.0,9.4,0.0,191.0,-550.0,175.8,-456.5,-42.5,698.4,849.2,3.7
16/11/2019 06:00:00,285.3,0.0,101.8,7.9,9.8,0.0,191.4,-588.9,177.2,-491.1,-49.5,723.6,941.8,3.9
16/11/2019 07:00:00,276.5,0.0,100.1,8.0,9.6,0.0,193.0,-589.9,178.4,-492.4,-52.4,724.4,940.2,4.1
16/11/2019 08:00:00,251.1,0.0,94.0,7.9,8.8,0.0,191.5,-525.1,174.4,-434.3,-46.1,682.0,788.8,4.1
16/11/2019 09:00:00,251.1,0.0,93.8,7.7,8.6,0.0,192.3,-544.4,176.1,-452.6,-51.7,698.4,836.6,4.2
16/11/2019 10:00:00,251.1,0.0,94.0,7.8,8.7,0.0,190.6,-546.5,171.9,-455.8,-50.0,697.2,835.7,4.2
16/11/2019 11:00:00,245.5,0.0,92.5,7.9,8.4,0.0,191.6,-540.7,177.4,-450.7,-48.3,695.5,828.8,4.3
16/11/2019 12:00:00,231.3,0.0,89.3,7.7,7.8,0.0,191.1,-483.3,179.5,-399.7,-41.4,649.7,682.3,4.1
16/11/2019 13:00:00,231.0,0.0,89.2,7.5,7.9,0.0,189.3,-476.0,178.6,-393.0,-39.8,646.6,672.9,4.1
16/11/2019 14:00:00,230.7,0.0,89.3,7.5,7.9,0.0,188.7,-473.6,179.4,-391.7,-40.4,646.6,672.2,4.1
16/11/2019 15:00:00,230.7,0.0,88.8,7.3,7.8,0.0,188.9,-474.0,178.6,-391.9,-40.9,646.6,669.9,4.1
16/11/2019 16:00:00,230.7,0.0,89.0,7.3,7.9,0.0,189.3,-472.5,180.5,-390.1,-39.9,646.6,668.6,4.1
16/11/2019 17:00:00,230.8,0.0,89.2,7.3,7.8,0.0,189.2,-481.4,178.4,-398.6,-42.1,652.2,684.9,4.1
16/11/2019 18:00:00,230.7,0.0,89.6,7.3,8.1,0.0,188.7,-486.2,180.3,-401.8,-41.3,656.8,697.6,4.2
16/11/2019 19:00:00,230.9,0.0,90.0,7.7,8.2,0.0,190.3,-483.4,183.0,-398.7,-39.4,656.8,695.9,4.2
16/11/2019 20:00:00,231.5,0.0,90.3,7.6,8.1,0.0,188.8,-485.7,182.4,-400.5,-39.9,656.8,696.4,4.1
16/11/2019 21:00:00,232.9,0.0,90.5,7.6,8.5,0.0,189.4,-484.2,184.2,-398.6,-38.6,656.8,698.0,4.1
16/11/2019 22:00:00,233.6,0.0,90.4,7.6,9.0,0.0,190.9,-480.9,179.6,-395.6,-37.0,656.8,696.9,4.1
16/11/2019 23:00:00,237.5,0.0,91.5,7.7,9.1,0.0,191.6,-488.0,177.0,-400.8,-40.2,662.4,716.7,4.1
17/11/2019 00:00:00,251.4,0.0,94.6,7.5,9.5,0.0,190.6,-508.3,174.9,-420.0,-53.4,672.1,755.7,4.0
17/11/2019 01:00:00,266.2,0.0,97.9,7.5,10.7,0.0,189.3,-521.6,175.5,-432.8,-54.2,677.1,776.2,3.8
17/11/2019 02:00:00,277.5,0.0,100.5,7.5,11.0,0.0,189.3,-549.9,176.3,-457.4,-56.3,695.4,842.0,3.8
17/11/2019 03:00:00,283.7,0.0,102.0,7.7,11.3,0.0,188.7,-552.2,177.2,-459.8,-54.4,694.9,845.1,3.8
17/11/2019 04:00:00,277.6,0.0,100.5,7.8,10.8,0.0,187.1,-534.7,176.4,-443.6,-48.5,682.5,803.2,3.7
17/11/2019 05:00:00,275.6,0.0,100.5,7.6,10.4,0.0,187.2,-512.7,174.1,-424.2,-43.8,667.0,752.9,3.6
17/11/2019 06:00:00,281.4,0.0,101.9,7.5,10.5,0.0,187.9,-548.9,176.8,-454.1,-51.2,694.7,847.0,3.8
17/11/2019 07:00:00,281.4,0.0,102.1,7.5,10.3,0.0,190.1,-574.1,177.8,-476.9,-51.7,711.4,902.3,3.9
17/11/2019 08:00:00,272.3,0.0,99.5,7.6,9.6,0.0,190.9,-566.7,176.7,-469.2,-48.2,708.5,885.8,4.0
17/11/2019 09:00:00,271.2,0.0,99.1,7.5,9.4,0.0,192.6,-562.2,176.4,-465.5,-50.0,707.3,875.7,4.0
17/11/2019 10:00:00,266.4,0.0,97.7,7.5,9.2,0.0,192.4,-554.3,174.8,-460.2,-53.1,702.1,856.1,4.0
17/11/2019 11:00:00,265.2,0.0,97.7,7.4,9.2,0.0,193.3,-556.1,181.4,-462.9,-57.1,700.7,853.2,4.0
17/11/2019 12:00:00,258.3,0.0,95.7,7.7,8.4,0.0,190.4,-544.0,179.5,-453.1,-60.9,692.1,821.1,4.0
17/11/2019 13:00:00,251.5,0.0,94.0,7.5,8.2,0.0,189.0,-535.3,182.7,-445.8,-62.7,687.0,801.2,4.1
17/11/2019 14:00:00,251.0,0.0,94.1,7.9,8.2,0.0,189.0,-534.1,185.9,-445.0,-61.3,687.0,800.5,4.1
17/11/2019 15:00:00,251.3,0.0,94.3,8.1,8.3,0.0,188.8,-532.3,183.3,-442.5,-59.0,687.0,801.8,4.1
17/11/2019 16:00:00,251.2,0.0,94.2,8.0,8.1,0.0,190.9,-530.3,186.5,-440.6,-58.3,687.0,800.7,4.1
17/11/2019 17:00:00,251.3,0.0,94.7,8.0,8.1,0.0,191.4,-528.8,190.3,-440.0,-57.0,687.0,800.6,4.1
17/11/2019 18:00:00,251.4,0.0,95.0,8.0,8.5,0.0,191.0,-529.4,190.6,-440.5,-55.8,687.0,800.9,4.1
17/11/2019 19:00:00,251.2,0.0,94.8,7.8,8.5,0.0,190.6,-529.9,190.2,-440.3,-55.0,687.0,802.1,4.1
17/11/2019 20:00:00,251.3,0.0,94.6,7.8,8.8,0.0,190.4,-531.9,181.4,-441.5,-54.0,687.0,803.9,4.1
17/11/2019 21:00:00,251.3,0.0,94.5,7.8,8.9,0.0,190.0,-536.0,179.4,-445.3,-52.0,687.0,806.2,4.1
17/11/2019 22:00:00,251.3,0.0,94.5,8.0,9.1,0.0,190.5,-532.5,183.2,-441.9,-45.5,688.0,809.8,4.1
17/11/2019 23:00:00,254.6,0.0,95.2,8.0,9.2,0.0,189.6,-547.0,179.5,-454.4,-51.2,697.3,841.7,4.2
18/11/2019 00:00:00,255.1,0.0,95.3,8.0,9.0,0.0,189.5,-535.5,177.5,-444.1,-51.7,689.0,815.6,4.1
18/11/2019 01:00:00,255.0,0.0,95.0,7.8,8.9,0.0,189.7,-533.5,178.5,-441.8,-43.3,687.0,806.8,4.1
18/11/2019 02:00:00,255.4,0.0,95.0,7.8,8.2,0.0,191.3,-530.2,176.7,-438.8,-38.4,687.0,806.0,4.1
18/11/2019 03:00:00,255.2,0.0,95.0,7.8,7.9,0.0,189.9,-532.1,177.6,-440.3,-40.1,687.0,806.9,4.1
18/11/2019 04:00:00,254.9,0.0,95.1,7.8,8.0,0.0,188.5,-530.8,178.2,-439.2,-38.8,684.0,799.3,4.1
18/11/2019 05:00:00,255.3,0.0,95.3,7.9,7.8,0.0,186.9,-521.2,178.6,-430.6,-37.5,677.1,776.9,4.0
18/11/2019 06:00:00,257.0,0.0,96.0,7.9,7.8,0.0,190.6,-517.0,181.8,-425.5,-38.3,677.2,773.7,3.9
18/11/2019 07:00:00,261.2,0.0,97.0,7.8,8.3,0.0,189.4,-520.2,180.0,-428.6,-36.3,677.1,776.8,3.9
18/11/2019 08:00:00,266.2,0.0,98.1,7.8,8.9,0.0,189.2,-519.9,177.0,-429.3,-34.9,680.3,785.7,3.8
18/11/2019 09:00:00,272.0,0.0,99.1,7.8,9.8,0.0,189.4,-534.7,175.9,-442.9,-36.3,687.1,811.3,3.8
18/11/2019 10:00:00,271.1,0.0,98.5,8.0,9.2,0.0,190.9,-546.2,180.1,-452.7,-50.5,699.0,846.5,3.9
18/11/2019 11:00:00,231.0,0.0,88.9,7.1,7.0,0.0,189.2,-495.8,180.4,-406.9,-52.2,667.0,735.6,4.3
18/11/2019 12:00:00,231.2,0.0,89.0,7.0,7.2,0.0,188.8,-497.0,180.1,-407.6,-54.6,667.1,734.9,4.3
18/11/2019 13:00:00,240.6,0.0,91.1,6.9,8.6,0.0,189.6,-498.4,183.4,-411.8,-57.2,666.9,733.5,4.1
18/11/2019 14:00:00,164.6,0.0,70.5,2.1,3.2,0.0,237.7,-184.7,253.6,-114.9,-27.5,329.5,231.4,2.3
18/11/2019 15:00:00,186.5,0.0,77.4,5.8,6.7,0.0,286.4,-330.4,303.4,-286.3,-32.9,616.0,538.2,4.5
18/11/2019 16:00:00,239.3,0.0,91.2,6.3,8.4,0.0,285.9,-433.0,285.2,-390.1,-43.3,702.5,762.1,4.1
18/11/2019 17:00:00,250.1,0.0,94.4,6.0,9.2,0.0,254.9,-470.0,259.4,-420.2,-43.5,707.1,798.1,4.0
18/11/2019 18:00:00,251.1,0.0,94.4,6.0,9.6,0.0,190.9,-510.1,184.3,-428.4,-42.7,659.9,711.5,3.9
18/11/2019 19:00:00,251.1,0.0,94.6,6.5,10.4,0.0,184.7,-512.8,187.2,-427.2,-45.2,671.9,746.8,4.0
18/11/2019 20:00:00,249.0,0.0,94.0,6.3,10.3,0.0,186.4,-503.8,186.7,-418.6,-44.2,667.2,732.5,4.0
18/11/2019 21:00:00,241.1,0.0,91.5,6.4,10.0,0.0,188.4,-498.2,184.2,-413.0,-44.8,664.5,722.6,4.0
18/11/2019 22:00:00,241.0,0.0,91.6,6.4,10.0,0.0,187.1,-492.8,185.3,-407.7,-42.9,648.5,681.0,3.9
18/11/2019 23:00:00,241.2,0.0,91.8,6.4,10.4,0.0,187.8,-479.6,186.1,-395.9,-45.2,642.0,661.1,3.9
19/11/2019 00:00:00,247.9,0.0,93.2,6.4,10.4,0.0,187.5,-469.6,183.5,-387.1,-44.6,641.9,655.9,3.8
19/11/2019 01:00:00,251.1,0.0,94.3,6.3,11.2,0.0,187.6,-472.4,178.0,-388.8,-41.3,646.9,673.7,3.8
19/11/2019 02:00:00,251.2,0.0,94.2,6.0,11.5,0.0,188.2,-467.6,179.4,-383.9,-34.4,643.7,665.3,3.7
19/11/2019 03:00:00,251.0,0.0,94.2,5.8,11.6,0.0,186.8,-463.2,182.9,-380.4,-32.3,637.3,647.0,3.7
19/11/2019 04:00:00,251.2,0.0,94.2,5.8,11.6,0.0,185.6,-467.6,184.2,-384.0,-28.0,640.5,654.4,3.7
19/11/2019 05:00:00,251.1,0.0,94.1,5.8,11.6,0.0,187.0,-471.7,184.3,-387.5,-28.5,643.7,663.8,3.7
19/11/2019 06:00:00,251.1,0.0,94.7,5.7,11.5,0.0,188.9,-472.1,189.1,-386.7,-28.8,645.1,666.4,3.7
19/11/2019 07:00:00,251.1,0.0,94.8,5.7,11.1,0.0,189.0,-475.2,188.3,-389.8,-29.6,646.7,672.0,3.8
19/11/2019 08:00:00,252.0,0.0,94.6,5.6,11.1,0.0,189.3,-479.2,186.1,-392.8,-30.7,650.0,680.6,3.8
