LOGO,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Pre-Heater Fan Performance Profile,,,,,,,,,,,,,,
Hourly Report,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
TAG,A_431FM1_F1,B_431FM2_F1,C_431BE1_JT,D_481FM3_FI,E_481FM1_FI,F_481FM2_FI,G_441FN1_TT01,H_441FN1_PT01,I_441FN1_TT02,J_441CN1A_1B_PT01,K_461KL1_PT01,L_441FN1_SZ,M_441FN1_KW_EM,N_441FN1_SPC_POWER
TAG DES,Kiln Feed,Kiln Feed,Kiln Feed BE KW,Kiln  COAL TPH,PC COAL TPH,PC COAL FIRING,PH FAN I/L TEMP,PH Fan Inlet Pressure (PT),PH Fan O/L Temp,PH Fan Outlet DRAFT,Kiln Inlet Pressure (PT),PH Fan speed,PH Fan power EM,PH SPECIFIC POWER
UNIT,tph,tph,Kw,tph,tph,TPH,°C,mmWc,°C,mmWc,mmWc,rpm,Kw,Kw/T Clk
19/11/2019 09:00:00,254.7,0.0,95.0,5.6,11.5,0.0,189.3,-483.9,186.7,-397.7,-30.4,653.1,692.2,3.8
19/11/2019 10:00:00,256.0,0.0,95.2,5.6,11.2,0.0,190.1,-498.7,187.4,-410.6,-39.0,664.0,723.1,3.8
19/11/2019 11:00:00,258.3,0.0,95.5,5.7,10.9,0.0,191.1,-504.3,191.5,-416.3,-47.1,666.9,732.8,3.8
19/11/2019 12:00:00,257.7,0.0,95.3,5.6,11.0,0.0,190.5,-503.6,186.5,-416.4,-47.2,667.0,729.8,3.8
19/11/2019 13:00:00,255.0,0.0,94.5,5.6,10.9,0.0,190.2,-504.6,189.4,-417.3,-49.0,669.6,737.3,3.9
19/11/2019 14:00:00,252.7,0.0,94.3,5.7,10.9,0.0,190.1,-506.0,188.2,-417.9,-49.9,671.0,741.7,3.9
19/11/2019 15:00:00,251.3,0.0,93.7,5.7,10.8,0.0,190.1,-498.0,189.3,-412.1,-49.5,656.6,700.0,3.8
19/11/2019 16:00:00,250.8,0.0,93.7,5.7,10.6,0.0,189.9,-482.5,187.5,-398.4,-44.1,656.0,693.9,3.8
19/11/2019 17:00:00,250.8,0.0,94.2,5.7,10.6,0.0,190.8,-483.1,186.5,-398.1,-39.5,655.9,694.7,3.8
19/11/2019 18:00:00,250.9,0.0,94.4,5.7,10.5,0.0,189.1,-491.9,185.0,-406.5,-38.5,655.8,702.1,3.8
19/11/2019 19:00:00,251.0,0.0,94.5,5.7,10.4,0.0,188.4,-482.4,185.7,-398.4,-36.0,655.9,697.0,3.8
19/11/2019 20:00:00,251.0,0.0,94.5,5.7,10.5,0.0,189.1,-480.3,181.9,-396.0,-35.0,655.8,695.3,3.8
19/11/2019 21:00:00,251.3,0.0,94.1,5.6,10.5,0.0,189.6,-476.9,178.6,-392.3,-32.1,656.0,694.3,3.8
19/11/2019 22:00:00,251.2,0.0,94.2,5.6,10.3,0.0,188.7,-479.7,177.1,-394.2,-32.0,655.5,696.8,3.8
19/11/2019 23:00:00,251.1,0.0,94.0,5.6,10.6,0.0,187.8,-478.6,178.3,-393.7,-32.1,641.4,663.7,3.7
20/11/2019 00:00:00,251.3,0.0,94.5,5.9,10.9,0.0,187.6,-469.8,180.0,-385.9,-33.0,639.8,656.5,3.7
20/11/2019 01:00:00,250.9,0.0,94.1,5.9,10.7,0.0,185.9,-466.1,177.4,-382.7,-31.1,636.6,648.3,3.7
20/11/2019 02:00:00,251.0,0.0,94.2,5.9,10.7,0.0,186.6,-464.3,183.6,-380.4,-29.4,636.7,647.2,3.7
20/11/2019 03:00:00,251.2,0.0,94.3,5.8,10.8,0.0,187.5,-462.5,185.2,-378.6,-30.1,636.6,646.1,3.7
20/11/2019 04:00:00,250.9,0.0,94.2,5.7,10.8,0.0,186.8,-465.5,183.6,-380.9,-31.2,636.7,648.0,3.7
20/11/2019 05:00:00,250.8,0.0,94.5,5.7,10.7,0.0,185.6,-467.9,185.7,-383.3,-41.4,636.7,649.0,3.7
20/11/2019 06:00:00,250.9,0.0,94.7,5.7,10.9,0.0,185.1,-472.8,178.9,-387.6,-42.2,639.4,658.3,3.7
20/11/2019 07:00:00,251.0,0.0,94.8,5.8,11.2,0.0,185.1,-471.2,173.8,-386.4,-41.8,636.7,650.5,3.7
20/11/2019 08:00:00,250.8,0.0,94.4,5.8,11.2,0.0,185.0,-471.0,176.2,-387.2,-43.0,636.7,648.6,3.7
20/11/2019 09:00:00,251.0,0.0,94.2,5.8,11.1,0.0,186.7,-476.6,178.3,-390.6,-39.5,646.6,678.3,3.8
20/11/2019 10:00:00,246.3,0.0,92.9,5.4,10.2,0.0,188.3,-479.9,176.1,-395.0,-40.1,649.4,682.6,3.9
20/11/2019 11:00:00,242.4,0.0,92.2,5.6,9.9,0.0,186.8,-490.5,180.0,-404.9,-43.9,657.0,700.9,4.0
20/11/2019 12:00:00,240.7,0.0,91.6,5.8,9.8,0.0,188.8,-495.0,183.0,-408.8,-45.7,662.9,714.6,4.0
20/11/2019 13:00:00,242.5,0.0,91.8,5.8,9.5,0.0,190.1,-498.9,186.4,-412.1,-46.3,667.0,726.6,4.0
20/11/2019 14:00:00,245.2,0.0,92.3,5.8,9.4,0.0,190.3,-499.6,187.7,-413.0,-46.8,667.0,726.6,4.0
20/11/2019 15:00:00,246.9,0.0,92.8,5.3,9.9,0.0,191.5,-484.9,187.9,-400.5,-44.6,654.7,691.8,3.9
20/11/2019 16:00:00,107.4,0.0,61.1,3.6,1.7,0.0,262.9,-173.3,304.5,-114.2,-28.7,248.9,179.3,2.0
20/11/2019 17:00:00,50.3,0.0,48.4,1.0,0.0,0.0,439.8,-58.3,462.1,1.2,-14.8,0.0,7.9,0.1
20/11/2019 18:00:00,93.3,0.0,57.5,0.0,0.0,0.0,460.6,-79.9,448.5,2.7,-12.1,0.0,7.9,0.0
20/11/2019 19:00:00,259.0,0.0,97.6,0.0,0.0,0.0,437.4,-47.0,401.8,13.1,-8.3,0.0,8.0,0.0
20/11/2019 20:00:00,301.1,0.0,106.5,0.0,0.0,0.0,334.5,-38.1,295.4,19.0,-7.6,0.0,8.0,0.0
20/11/2019 21:00:00,301.1,0.0,106.0,0.0,0.0,0.0,352.7,-27.0,346.0,12.6,-8.9,0.0,7.9,0.0
20/11/2019 22:00:00,301.1,0.0,105.8,0.0,0.0,0.0,376.6,-30.6,356.4,10.1,-9.3,0.0,7.9,0.0
20/11/2019 23:00:00,300.9,0.0,105.9,0.0,0.0,0.0,376.7,-29.6,349.4,10.7,-9.4,0.0,7.9,0.0
21/11/2019 00:00:00,301.2,0.0,105.3,0.0,0.0,0.0,367.1,-30.3,339.4,10.4,-9.8,0.0,8.1,0.0
21/11/2019 01:00:00,301.1,0.0,105.2,0.0,0.0,0.0,354.8,-31.4,326.9,9.4,-9.9,0.0,8.1,0.0
21/11/2019 02:00:00,301.0,0.0,105.8,0.0,0.0,0.0,341.8,-32.9,316.2,8.4,-10.1,0.0,7.9,0.0
21/11/2019 03:00:00,301.1,0.0,105.8,0.0,0.0,0.0,327.9,-33.5,304.8,7.9,-10.2,0.0,7.9,0.0
21/11/2019 04:00:00,301.1,0.0,105.8,0.0,0.0,0.0,314.3,-33.6,294.7,7.3,-7.8,0.0,7.9,0.0
21/11/2019 05:00:00,301.0,0.0,105.7,0.0,0.0,0.0,295.4,-67.3,278.7,-14.8,-6.8,248.5,65.6,1.3
21/11/2019 06:00:00,301.2,0.0,106.2,0.0,0.0,0.0,254.8,-99.5,238.4,-37.7,-8.6,322.0,94.0,1.8
21/11/2019 07:00:00,301.2,0.0,106.6,0.0,0.0,0.0,215.6,-105.3,208.3,-42.9,-9.8,321.9,98.4,1.8
21/11/2019 08:00:00,301.2,0.0,106.2,0.0,0.0,0.0,187.5,-107.5,182.9,-59.1,-10.9,322.0,102.4,1.8
21/11/2019 09:00:00,301.2,0.0,106.0,0.0,0.0,0.0,167.1,-108.7,164.7,-70.0,-12.0,322.2,105.9,1.8
21/11/2019 10:00:00,300.8,0.0,105.7,0.0,0.0,0.0,149.7,-106.9,145.8,-69.8,-11.7,322.1,109.3,1.8
21/11/2019 11:00:00,300.8,0.0,105.7,0.0,0.0,0.0,134.3,-112.2,135.5,-76.0,-11.7,322.2,114.4,1.9
21/11/2019 12:00:00,301.0,0.0,105.6,0.0,0.0,0.0,122.4,-114.2,126.4,-78.9,-11.8,319.1,113.9,1.9
21/11/2019 13:00:00,300.9,0.0,105.6,0.0,0.0,0.0,114.1,-106.9,118.8,-73.3,-11.4,294.2,110.8,1.8
21/11/2019 14:00:00,225.8,1.6,86.9,0.0,0.0,0.0,104.0,-116.1,108.1,-83.2,-12.2,322.2,119.8,8.7
21/11/2019 15:00:00,0.0,0.3,2.2,0.0,0.0,0.0,96.3,-117.1,102.1,-85.2,-11.3,322.2,121.7,1840.0
21/11/2019 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,90.3,-117.0,98.2,-85.9,-10.6,322.2,123.0,1039.3
21/11/2019 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,84.0,-118.0,93.4,-87.7,-11.0,322.2,124.9,1302.3
21/11/2019 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,77.4,-119.4,86.6,-89.7,-11.2,322.2,126.9,1697.6
21/11/2019 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,71.7,-120.3,80.7,-91.0,-11.7,322.2,127.1,985.2
21/11/2019 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,66.4,-121.7,73.8,-92.7,-11.8,322.2,128.4,1844.7
21/11/2019 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,61.8,-123.0,69.1,-94.5,-12.1,322.2,129.5,1918.2
21/11/2019 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,57.6,-124.0,64.7,-96.0,-12.2,322.2,130.6,1178.8
21/11/2019 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,53.9,-125.1,60.5,-97.7,-12.7,322.2,131.9,1402.6
22/11/2019 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,50.6,-125.7,57.5,-98.5,-13.2,322.0,132.6,1321.7
22/11/2019 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,48.0,-127.0,55.7,-100.2,-13.7,321.9,132.9,1642.5
22/11/2019 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,45.9,-119.4,53.4,-93.9,-13.5,297.9,112.8,2116.1
22/11/2019 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,44.4,-95.2,52.1,-72.9,-11.1,220.8,53.0,1180.4
22/11/2019 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,43.1,-95.4,50.9,-73.4,-10.7,220.8,53.2,2000.4
22/11/2019 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,41.8,-112.6,50.6,-88.5,-10.2,275.7,101.9,2065.0
22/11/2019 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,41.6,-128.3,50.4,-102.1,-9.9,321.9,135.3,1535.7
22/11/2019 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,40.2,-128.5,48.1,-102.5,-10.2,321.9,136.4,1142.5
22/11/2019 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,38.3,-128.8,45.2,-103.5,-10.1,321.9,136.9,1746.1
22/11/2019 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,37.1,-129.3,43.0,-104.5,-9.8,321.9,137.5,1285.4
22/11/2019 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,36.7,-131.7,38.2,-108.4,-9.9,321.9,137.5,1580.8
22/11/2019 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,36.3,-107.2,40.1,-87.2,-8.3,265.5,104.6,1273.9
22/11/2019 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,36.9,-28.0,41.4,-17.1,-3.2,0.0,7.9,8.0
22/11/2019 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,37.9,-28.4,42.7,-17.7,-3.3,0.0,7.9,8.6
22/11/2019 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,38.2,-25.2,43.0,-15.0,-3.0,0.0,8.0,5.8
22/11/2019 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,37.6,-7.1,41.6,1.1,-1.1,0.0,8.0,3.6
22/11/2019 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,37.7,-29.7,44.3,-19.3,-3.2,0.0,7.9,6.9
22/11/2019 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,37.7,-30.1,44.6,-19.6,-3.2,0.0,7.9,5.9
22/11/2019 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,37.0,-30.3,42.9,-19.6,-3.1,0.0,8.0,5.4
22/11/2019 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,36.2,-30.6,43.1,-19.9,-3.1,0.0,8.0,4.8
22/11/2019 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,35.4,-30.7,42.1,-20.0,-3.1,0.0,8.1,3.3
22/11/2019 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.7,-21.8,41.9,-11.8,-2.3,0.0,8.0,6.2
22/11/2019 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.5,-16.3,41.3,-6.7,-1.9,0.0,7.9,6.3
22/11/2019 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.3,-16.4,41.5,-6.6,-2.0,0.0,8.0,7.5
23/11/2019 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.7,-16.5,40.2,-6.7,-2.0,0.0,8.0,5.5
23/11/2019 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,32.9,-27.1,39.6,-16.5,-2.8,0.0,7.9,4.9
23/11/2019 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,31.5,-28.1,37.9,-17.6,-2.9,0.0,8.0,4.1
23/11/2019 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,31.2,-12.0,37.9,-2.7,-1.6,0.0,8.0,5.5
23/11/2019 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,31.3,-12.0,37.5,-2.7,-1.6,0.0,8.0,6.0
23/11/2019 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,31.2,-12.1,37.7,-2.8,-1.5,0.0,8.0,4.8
23/11/2019 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.9,-12.1,37.6,-2.7,-1.5,0.0,8.0,5.6
23/11/2019 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.5,-12.1,36.7,-2.8,-1.5,0.0,8.0,7.9
23/11/2019 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.3,-12.0,36.0,-2.9,-1.6,0.0,8.0,6.5
23/11/2019 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.3,-11.7,34.2,-3.1,-1.6,0.0,8.0,10.6
23/11/2019 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.4,-11.3,31.8,-3.3,-1.5,0.0,7.9,7.7
23/11/2019 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.7,-11.1,33.7,-3.4,-1.5,0.0,7.9,6.8
23/11/2019 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,31.1,-11.0,34.1,-3.5,-1.5,0.0,7.9,8.0
23/11/2019 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,31.4,-11.0,35.4,-3.5,-1.5,0.0,8.0,4.8
23/11/2019 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,31.7,-10.9,36.2,-3.7,-1.5,0.0,8.0,6.5
23/11/2019 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,31.9,-10.9,36.7,-3.7,-1.5,0.0,8.0,5.3
23/11/2019 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,31.9,-10.8,38.2,-3.6,-1.4,0.0,8.0,7.0
23/11/2019 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,31.8,-10.8,38.0,-3.4,-1.4,0.0,8.0,8.3
23/11/2019 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,31.5,-10.8,36.8,-3.3,-1.4,0.0,8.0,9.2
23/11/2019 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,31.2,-10.9,35.9,-3.2,-1.4,0.0,8.0,9.3
23/11/2019 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.8,-10.9,36.0,-3.1,-1.5,0.0,8.0,6.5
23/11/2019 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.3,-11.0,35.7,-3.1,-1.5,0.0,8.0,7.1
23/11/2019 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.8,-11.0,35.7,-3.0,-1.5,0.0,8.0,8.0
23/11/2019 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.4,-11.1,35.4,-3.1,-1.5,0.0,8.0,6.6
24/11/2019 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.0,-11.1,35.6,-3.1,-1.5,0.0,8.0,7.9
24/11/2019 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.6,-11.1,35.2,-3.1,-1.5,0.0,7.9,4.9
24/11/2019 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.2,-11.2,34.4,-3.1,-1.5,0.0,8.0,6.8
24/11/2019 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.8,-11.3,34.0,-3.1,-1.5,0.0,8.0,6.9
24/11/2019 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.4,-11.3,33.3,-3.1,-1.5,0.0,8.0,6.4
24/11/2019 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.0,-11.4,33.3,-3.1,-1.5,0.0,8.0,7.3
24/11/2019 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.6,-11.4,33.1,-3.1,-1.5,0.0,8.0,8.2
24/11/2019 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.3,-11.5,32.7,-3.1,-1.5,0.0,8.0,7.9
24/11/2019 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.1,-11.3,31.5,-3.3,-1.6,0.0,8.0,6.2
24/11/2019 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.1,-9.9,29.8,-2.6,-1.5,0.0,8.0,8.1
24/11/2019 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,25.9,-6.6,26.1,-0.3,-1.2,0.0,8.0,7.0
24/11/2019 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,25.6,-6.5,28.0,-0.5,-1.2,0.0,8.0,6.7
24/11/2019 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,25.6,-6.5,28.7,-0.6,-1.2,0.0,8.0,8.7
24/11/2019 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,25.8,-6.5,29.8,-0.7,-1.2,0.0,7.9,8.3
24/11/2019 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.0,-6.4,30.8,-0.8,-1.2,0.0,7.9,6.4
24/11/2019 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.1,-6.4,31.6,-0.9,-1.2,0.0,8.0,7.2
24/11/2019 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.3,-6.4,33.6,-0.8,-1.1,0.0,7.9,7.5
24/11/2019 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.4,-6.8,32.8,-0.7,-1.1,0.0,7.9,6.5
24/11/2019 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.5,-6.9,31.8,-0.5,-1.0,0.0,8.0,7.5
24/11/2019 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.8,-7.0,31.6,-0.5,-1.1,0.0,8.0,5.4
24/11/2019 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.2,-7.2,32.3,-0.3,-1.1,0.0,8.1,4.1
24/11/2019 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.3,-7.2,32.3,-0.2,-1.1,0.0,8.0,5.8
24/11/2019 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.1,-7.2,32.1,-0.1,-1.2,0.0,7.9,5.8
24/11/2019 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.9,-7.2,32.0,-0.1,-1.2,0.0,8.0,5.8
25/11/2019 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.7,-7.7,32.1,-0.2,-1.2,0.0,7.9,6.3
25/11/2019 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.7,-8.0,32.3,-0.4,-1.3,0.0,7.9,2.6
25/11/2019 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.5,-8.0,31.8,-0.4,-1.3,0.0,8.0,4.8
25/11/2019 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.3,-8.1,31.7,-0.3,-1.3,0.0,8.0,6.4
25/11/2019 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.0,-8.1,31.3,-0.2,-1.3,0.0,8.0,3.8
25/11/2019 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,25.7,-8.1,31.2,-0.1,-1.2,0.0,7.9,4.5
25/11/2019 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,25.4,-8.1,30.7,-0.1,-1.3,0.0,8.0,6.1
25/11/2019 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,25.1,-8.3,30.3,-0.1,-1.3,0.0,8.0,4.9
25/11/2019 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,24.9,-8.3,30.0,-0.2,-1.4,0.0,8.0,5.7
25/11/2019 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,24.8,-8.0,28.5,-0.5,-1.4,0.0,8.0,5.4
25/11/2019 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,24.9,-7.6,25.3,-0.8,-1.4,0.0,8.0,6.3
25/11/2019 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,25.2,-7.2,27.4,-0.9,-1.3,0.0,7.9,3.2
25/11/2019 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,25.6,-7.0,28.7,-0.9,-1.2,0.0,7.9,8.2
25/11/2019 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.0,-6.9,29.7,-1.0,-1.2,0.0,7.9,6.8
25/11/2019 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.5,-6.9,30.9,-1.1,-1.1,0.0,2.9,7.2
25/11/2019 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.9,-7.0,32.6,-1.3,-1.2,0.0,0.1,5.4
25/11/2019 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.1,-6.8,34.0,-1.0,-1.1,0.0,0.1,4.1
25/11/2019 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.2,-6.8,32.9,-0.9,-1.1,0.0,0.1,4.4
25/11/2019 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.3,-7.0,32.3,-0.9,-1.1,0.0,0.1,8.2
25/11/2019 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.2,-7.3,32.0,-0.9,-1.1,0.0,0.1,8.1
25/11/2019 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.0,-7.5,31.9,-0.9,-1.2,0.0,0.1,7.1
25/11/2019 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.8,-7.5,31.4,-0.8,-1.2,0.0,0.1,3.7
25/11/2019 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.6,-7.6,31.4,-0.8,-1.2,0.0,0.1,7.0
25/11/2019 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.4,-7.7,31.6,-0.7,-1.2,0.0,0.1,10.0
26/11/2019 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.1,-7.9,31.4,-0.7,-1.2,0.0,0.1,9.3
26/11/2019 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,25.8,-8.1,31.3,-0.8,-1.3,0.0,0.1,7.3
26/11/2019 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,25.5,-8.1,30.7,-0.9,-1.3,0.0,0.1,7.7
26/11/2019 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,25.3,-8.2,30.8,-0.8,-1.3,0.0,0.1,9.2
26/11/2019 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,25.0,-8.3,30.9,-0.7,-1.3,0.0,0.1,8.1
26/11/2019 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,24.7,-8.4,30.3,-0.7,-1.3,0.0,0.1,5.5
26/11/2019 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,24.5,-8.4,30.2,-0.8,-1.3,0.0,0.1,8.5
26/11/2019 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,24.2,-8.4,29.9,-0.6,-1.3,0.0,0.1,7.8
26/11/2019 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,23.9,-8.3,29.1,-0.6,-1.4,0.0,0.1,6.9
26/11/2019 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,23.9,-8.1,27.7,-0.8,-1.4,0.0,0.1,5.6
26/11/2019 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,24.1,-7.5,26.2,-0.9,-1.3,0.0,0.1,7.4
26/11/2019 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,24.5,-7.1,26.9,-1.1,-1.3,0.0,0.1,5.6
26/11/2019 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,24.9,-6.9,27.7,-1.2,-1.2,0.0,0.1,5.6
26/11/2019 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,25.5,-6.8,29.0,-1.2,-1.2,0.0,0.1,6.4
26/11/2019 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,25.9,-7.3,30.2,-1.7,-1.2,0.0,0.1,5.8
26/11/2019 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.2,-7.4,32.1,-1.8,-1.2,0.0,0.1,9.4
26/11/2019 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.3,-8.4,33.5,-2.6,-1.2,0.0,0.1,11.4
26/11/2019 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.3,-7.0,32.3,-1.3,-1.1,0.0,6.2,15.8
26/11/2019 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.2,-10.6,31.2,-4.5,-1.3,0.0,8.2,20.3
26/11/2019 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,25.7,-23.6,31.7,-15.7,-1.8,0.0,8.1,24.1
26/11/2019 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,25.2,-18.8,31.2,-11.3,-1.6,0.0,8.1,25.0
26/11/2019 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,24.6,-18.9,30.8,-11.2,-1.6,0.0,8.1,26.4
26/11/2019 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,24.2,-19.1,30.0,-11.3,-1.6,0.0,8.0,30.6
26/11/2019 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,23.8,-19.1,29.6,-11.3,-1.7,0.0,8.2,35.2
27/11/2019 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,23.5,-19.1,29.5,-11.4,-1.7,0.0,8.1,35.3
27/11/2019 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,23.2,-19.3,29.4,-11.4,-1.6,0.0,8.0,32.3
27/11/2019 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,22.9,-19.6,29.5,-11.4,-1.7,0.0,8.1,35.6
